S_DT,S_HJ,SN_HJ,S_CARE,S_RECOVER,SN_RECOVER,S_DEATH,SY_TOTAL,SY_KJ,SY_KH,T_DT,T_HJ,N_HJ,TY_CARE,RECOVER,DEATH,TY_TOTAL,TY_KJ,TY_KH,JGK_OVERSEAS_GS,JGK_OVERSEAS_GH,JGK_CONT_GS,JGK_CONT_GH,CHECKING,DAY_DEATH,ALL_DAY_DEATH
2022.01.01.00,226698,1464,47537,177348,925,1813,,,,2022.01.01.00,635253,4416,111908,517720,5625,,,,,,,,0,,
2021.12.31.00,225235,1670,47895,175554,925,1786,,,,2021.12.31.00,630838,4875,111297,513978,5563,,,,,,,,0,,
2021.12.30.00,223567,1722,47918,173898,925,1751,,,,2021.12.30.00,625967,5037,110555,509957,5455,,,,,,,,0,,
2021.12.29.00,221847,1915,48238,171880,925,1729,,,,2021.12.29.00,620938,5409,110086,505470,5382,,,,,,,,0,,
2021.12.28.00,219934,1290,48472,169741,925,1721,,,,2021.12.28.00,615532,3865,109913,500273,5346,,,,,,,,0,,
2021.12.27.00,218646,1496,48374,168574,925,1698,,,,2021.12.27.00,611670,4207,109432,496938,5300,,,,,,,,0,,
2021.12.26.00,217150,1917,47820,167649,1433,1681,,,,2021.12.26.00,607463,5419,108013,494205,5245,,,,,,,,0,,
2021.12.25.00,215233,2123,48049,165521,1433,1663,,,,2021.12.25.00,602045,5842,106926,489943,5176,,,,,,,,0,,
2021.12.24.00,213114,2346,47411,164088,1179,1615,,,,2021.12.24.00,596209,6233,105417,485721,5071,,,,,,,,0,,
2021.12.23.00,210768,2720,48540,160630,1179,1598,,,,2021.12.23.00,589978,6919,115908,469055,5015,,,,,,,,0,,
2021.12.22.00,208048,2805,49585,156894,1179,1569,,,,2021.12.22.00,583065,7456,114758,463401,4906,,,,,,,,0,,
2021.12.21.00,205249,1994,48436,155276,1179,1537,,,,2021.12.21.00,575615,5202,111159,459628,4828,,,,,,,,0,,
2021.12.20.00,203255,1908,48246,153488,1179,1521,,,,2021.12.20.00,570414,5318,109512,456126,4776,,,,,,,,0,,
2021.12.19.00,201347,2320,46849,152995,1179,1503,,,,2021.12.19.00,565098,6236,106350,454026,4722,,,,,,,,0,,
2021.12.18.00,199028,2794,45569,151980,1179,1479,,,,2021.12.18.00,558864,7314,102883,451337,4644,,,,,,,,0,,
2021.12.17.00,196234,2846,43972,150801,2203,1461,,,,2021.12.17.00,551551,7435,98151,448809,4591,,,,,,,,0,,
2021.12.16.00,193389,3057,43353,148598,456,1438,,,,2021.12.16.00,544117,7622,94629,444970,4518,,,,,,,,0,,
2021.12.15.00,190332,3166,40772,148142,1879,1418,,,,2021.12.15.00,536495,7850,89746,442293,4456,,,,,,,,0,,
2021.12.14.00,187169,2062,39511,146263,624,1395,,,,2021.12.14.00,528652,5567,88724,435541,4387,,,,,,,,0,,
2021.12.13.00,185108,2550,38113,145639,692,1356,,,,2021.12.13.00,523088,5817,85231,433564,4293,,,,,,,,0,,
2021.12.12.00,182558,2528,36271,144947,998,1340,,,,2021.12.12.00,512976,6689,77117,431606,4253,,,,,,,,0,,
2021.12.11.00,180031,2835,34754,143949,1337,1328,,,,2021.12.11.00,510583,6977,77117,429256,4210,,,,,,,,0,,
2021.12.10.00,177196,2800,33280,142612,837,1304,,,,2021.12.10.00,503606,7022,73035,426441,4130,,,,,,,,0,,
2021.12.09.00,174396,2790,31341,141775,2021,1280,,,,2021.12.09.00,496584,7102,68287,424220,4077,,,,,,,,0,,
2021.12.08.00,171606,2901,30589,139754,1126,1263,,,,2021.12.08.00,489484,7175,71724,413740,4020,,,,,,,,0,,
2021.12.07.00,168705,2120,28838,138628,1090,1239,,,,2021.12.07.00,482310,4954,66995,411358,3957,,,,,,,,0,,
2021.12.06.00,166586,1408,27834,137538,900,1214,,,,2021.12.06.00,477358,4325,64424,409041,3893,,,,,,,,0,,
2021.12.05.00,165178,2032,27347,136638,488,1193,,,,2021.12.05.00,473034,5128,62007,407175,3852,,,,,,,,0,,
2021.12.04.00,163146,2273,25818,136150,1064,1178,,,,2021.12.04.00,467907,5352,58555,405543,3809,,,,,,,,0,,
2021.12.03.00,160873,2099,24639,135086,1889,1148,,,,2021.12.03.00,462555,4944,55397,403419,3739,,,,,,,,0,,
2021.12.02.00,158774,2268,24441,133197,1330,1136,,,,2021.12.02.00,457612,5266,53322,400585,3705,,,,,,,,0,,
2021.12.01.00,156507,2222,23527,131867,1299,1113,,,,2021.12.01.00,452350,5123,50368,398323,3659,,,,,,,,0,,
2021.11.30.00,154286,1186,22618,130568,1264,1100,,,,2021.11.30.00,447230,3032,47536,396070,3624,,,,,,,,0,,
2021.11.29.00,153100,1393,22712,129304,510,1084,,,,2021.11.29.00,444200,3309,47003,393617,3580,,,,,,,,0,,
2021.11.28.00,151711,1676,21845,128794,565,1072,,,,2021.11.28.00,440896,3928,45037,392311,3548,,,,,,,,0,,
2021.11.27.00,150035,1888,20760,128229,1568,1046,,,,2021.11.27.00,436968,4068,43335,390141,3492,,,,,,,,0,,
2021.11.26.00,148147,1742,20461,126661,933,1025,,,,2021.11.26.00,432901,3901,45910,383551,3440,,,,,,,,0,,
2021.11.25.00,146406,1760,19674,125728,760,1004,,,,2021.11.25.00,429002,3938,43750,381851,3401,,,,,,,,0,,
2021.11.24.00,144647,1735,18685,124968,1020,994,,,,2021.11.24.00,425065,4116,41325,380377,3363,,,,,,,,0,,
2021.11.23.00,142913,1165,17992,123948,1017,973,,,,2021.11.23.00,420950,2699,39061,378561,3328,,,,,,,,0,,
2021.11.22.00,141748,1278,17857,122931,332,960,,,,2021.11.22.00,418252,2827,38248,376706,3298,,,,,,,,0,,
2021.11.21.00,140470,1320,16919,122599,684,952,,,,2021.11.21.00,415425,3120,36396,375755,3274,,,,,,,,0,,
2021.11.20.00,139154,1377,16298,121915,1235,941,,,,2021.11.20.00,412311,3212,34684,374383,3244,,,,,,,,0,,
2021.11.19.00,137777,1401,16171,120680,504,926,,,,2021.11.19.00,409099,3034,37161,368723,3215,,,,,,,,0,,
2021.11.18.00,136376,1429,15288,120176,805,912,,,,2021.11.18.00,406065,3292,35300,367578,3187,,,,,,,,0,,
2021.11.17.00,134948,1436,14679,119371,805,898,,,,2021.11.17.00,402775,3187,33528,366089,3158,,,,,,,,0,,
2021.11.16.00,133513,846,14057,118566,778,890,,,,2021.11.16.00,399591,2125,31955,364499,3137,,,,,,,,0,,
2021.11.15.00,132668,859,14001,117788,713,879,,,,2021.11.15.00,397466,2006,31517,362834,3115,,,,,,,,0,,
2021.11.14.00,131809,978,13858,117075,448,876,,,,2021.11.14.00,395460,2419,31466,360891,3103,,,,,,,,0,,
2021.11.13.00,130831,1005,13335,116627,933,869,,,,2021.11.13.00,393042,2325,30406,359553,3083,,,,,,,,0,,
2021.11.12.00,129827,949,13272,115694,617,861,,,,2021.11.12.00,390719,2368,31053,356615,3051,,,,,,,,0,,
2021.11.11.00,128878,1004,12946,115077,574,855,,,,2021.11.11.00,388351,2520,30304,355014,3033,,,,,,,,0,,
2021.11.10.00,127874,973,12527,114503,1046,844,,,,2021.11.10.00,385831,2425,29879,352940,3012,,,,,,,,0,,
2021.11.09.00,126901,662,12604,113457,1043,840,,,,2021.11.09.00,383407,1715,29751,350658,2998,,,,,,,,0,,
2021.11.08.00,126241,709,12994,112414,351,833,,,,2021.11.08.00,381694,1760,30915,347799,2980,,,,,,,,0,,
2021.11.07.00,125533,848,12642,112063,421,828,,,,2021.11.07.00,379935,2224,30167,346801,2967,,,,,,,,0,,
2021.11.06.00,124685,916,12221,111642,908,822,,,,2021.11.06.00,377712,2248,29190,345566,2956,,,,,,,,0,,
2021.11.05.00,123769,980,12217,110734,864,818,,,,2021.11.05.00,375464,2344,29291,343237,2936,,,,,,,,0,,
2021.11.04.00,122789,946,12105,109870,719,814,,,,2021.11.04.00,373120,2482,28316,341888,2916,,,,,,,,0,,
2021.11.03.00,121843,1004,11885,109151,642,807,,,,2021.11.03.00,370640,2667,27277,340471,2892,,,,,,,,0,,
2021.11.02.00,120840,600,11529,108509,603,802,,,,2021.11.02.00,367974,1589,26153,338947,2874,,,,,,,,0,,
2021.11.01.00,120240,646,11535,107906,356,799,,,,2021.11.01.00,366386,1686,26175,337353,2858,,,,,,,,0,,
2021.10.31.00,119594,760,11248,107550,951,796,,,,2021.10.31.00,364700,2061,25303,336548,2849,,,,,,,,0,,
2021.10.30.00,118834,706,11447,106599,434,788,,,,2021.10.30.00,362639,2104,25228,334581,2830,,,,,,,,0,,
2021.10.29.00,118128,770,11177,106165,539,786,,,,2021.10.29.00,360536,2124,24724,332995,2817,,,,,,,,0,,
2021.10.28.00,117358,788,10950,105626,394,782,,,,2021.10.28.00,358412,2111,24751,330853,2808,,,,,,,,0,,
2021.10.27.00,116572,729,10561,105232,520,779,,,,2021.10.27.00,356305,1952,23850,329658,2797,,,,,,,,0,,
2021.10.26.00,115844,427,10356,104712,800,776,,,,2021.10.26.00,354355,1266,23975,327592,2788,,,,,,,,0,,
2021.10.25.00,115417,455,10736,103912,488,769,,,,2021.10.25.00,353089,1190,25868,324448,2773,,,,,,,,0,,
2021.10.24.00,114962,520,10774,103424,258,764,,,,2021.10.24.00,351899,1423,25740,323393,2766,,,,,,,,0,,
2021.10.23.00,114442,551,10520,103166,804,756,,,,2021.10.23.00,350476,1508,25195,322536,2745,,,,,,,,0,,
2021.10.22.00,113891,519,10783,102362,830,746,,,,2021.10.22.00,348969,1440,25927,320317,2725,,,,,,,,0,,
2021.10.21.00,113372,506,11099,101532,446,741,,,,2021.10.21.00,347529,1441,27065,317755,2709,,,,,,,,0,,
2021.10.20.00,112866,504,11043,101086,1022,737,,,,2021.10.20.00,346088,1571,26783,316607,2698,,,,,,,,0,,
2021.10.19.00,112363,298,11567,100064,859,732,,,,2021.10.19.00,344518,1073,28397,313432,2689,,,,,,,,0,,
2021.10.18.00,112065,355,12139,99205,696,721,,,,2021.10.18.00,343445,1050,28996,311781,2668,,,,,,,,0,,
2021.10.17.00,111710,506,12484,98509,693,717,,,,2021.10.17.00,342396,1420,29392,310344,2660,,,,,,,,0,,
2021.10.16.00,111205,586,12680,97816,753,709,,,,2021.10.16.00,340978,1618,30147,308187,2644,,,,,,,,0,,
2021.10.15.00,110620,681,12855,97063,364,702,,,,2021.10.15.00,339361,1684,30884,305851,2626,,,,,,,,0,,
2021.10.14.00,109940,748,12540,96699,879,701,,,,2021.10.14.00,337679,1940,31342,303719,2618,,,,,,,,0,,
2021.10.13.00,109195,583,12679,95820,473,696,,,,2021.10.13.00,335742,1584,31071,302066,2605,,,,,,,,0,,
2021.10.12.00,108617,482,12576,95347,412,694,,,,2021.10.12.00,334163,1347,32309,299260,2594,,,,,,,,0,,
2021.10.11.00,108135,511,12512,94935,507,688,,,,2021.10.11.00,332816,1297,32211,298022,2583,,,,,,,,0,,
2021.10.10.00,107624,583,12513,94428,674,683,,,,2021.10.10.00,331519,1594,32236,296708,2575,,,,,,,,0,,
2021.10.09.00,107041,712,12609,93754,1687,678,,,,2021.10.09.00,329925,1953,32436,294929,2560,,,,,,,,0,,
2021.10.08.00,106332,776,13591,92067,1751,674,,,,2021.10.08.00,327976,2176,33331,292091,2554,,,,,,,,0,,
2021.10.07.00,105558,837,14573,90316,756,669,,,,2021.10.07.00,325804,2427,34438,288822,2544,,,,,,,,0,,
2021.10.06.00,104723,690,14497,89560,975,666,,,,2021.10.06.00,323379,2028,33803,287040,2536,,,,,,,,0,,
2021.10.05.00,104033,521,14786,88585,379,662,,,,2021.10.05.00,321352,1575,34631,284197,2524,,,,,,,,0,,
2021.10.04.00,103512,574,14650,88206,592,656,,,,2021.10.04.00,319777,1673,34595,282669,2513,,,,,,,,0,,
2021.10.03.00,102939,736,14670,87614,624,655,,,,2021.10.03.00,318104,2085,36750,278847,2507,,,,,,,,0,,
2021.10.02.00,102204,793,14561,86990,560,653,,,,2021.10.02.00,316020,2248,36424,277092,2504,,,,,,,,0,,
2021.10.01.00,101411,916,14332,86430,529,649,,,,2021.10.01.00,313773,2486,35700,275576,2497,,,,,,,,0,,
2021.09.30.00,100495,945,13951,85901,543,643,,,,2021.09.30.00,311289,2564,34603,274205,2481,,,,,,,,0,,
2021.09.29.00,99550,1054,13553,85358,766,639,,,,2021.09.29.00,308725,2885,33527,272724,2474,,,,,,,,0,,
2021.09.28.00,98497,842,13270,84592,727,635,,,,2021.09.28.00,305842,2289,32450,270928,2464,,,,,,,,0,,
2021.09.27.00,97655,778,13157,83865,184,633,,,,2021.09.27.00,303553,2383,31965,269132,2456,,,,,,,,0,,
2021.09.26.00,96877,928,12564,83681,797,632,,,,2021.09.26.00,301172,2771,30582,268140,2450,,,,,,,,0,,
2021.09.25.00,95949,1222,12435,82884,957,630,,,,2021.09.25.00,298402,3273,29547,266414,2441,,,,,,,,0,,
2021.09.24.00,94728,907,12174,81927,657,627,,,,2021.09.24.00,295132,2434,28206,264492,2434,,,,,,,,0,,
2021.09.23.00,93821,645,11926,81270,415,625,,,,2021.09.23.00,292699,1716,27430,262842,2427,,,,,,,,0,,
2021.09.22.00,93176,644,11700,80855,337,621,,,,2021.09.22.00,290983,1720,26752,261812,2419,,,,,,,,0,,
2021.09.21.00,92532,676,11394,80518,266,620,,,,2021.09.21.00,289263,1729,26760,260090,2413,,,,,,,,0,,
2021.09.20.00,91856,583,10986,80252,307,618,,,,2021.09.20.00,287536,1605,26116,259011,2409,,,,,,,,0,,
2021.09.19.00,91273,742,10711,79945,549,617,,,,2021.09.19.00,285931,1910,26078,257449,2404,,,,,,,,0,,
2021.09.18.00,90532,703,10520,79396,500,616,,,,2021.09.18.00,284022,2087,25599,256029,2394,,,,,,,,0,,
2021.09.17.00,89829,746,10319,78896,1004,614,,,,2021.09.17.00,281938,2008,25455,254094,2389,,,,,,,,0,,
2021.09.16.00,89083,719,10577,77892,785,614,,,,2021.09.16.00,279930,1943,25506,252038,2386,,,,,,,,0,,
2021.09.15.00,88364,808,10645,77107,786,612,,,,2021.09.15.00,277989,2080,25776,249833,2380,,,,,,,,0,,
2021.09.14.00,87556,539,10627,76321,323,608,,,,2021.09.14.00,275910,1497,25896,247647,2367,,,,,,,,0,,
2021.09.13.00,87018,556,10413,75998,228,607,,,,2021.09.13.00,274415,1433,26550,245505,2360,,,,,,,,0,,
2021.09.12.00,86462,658,10085,75770,310,607,,,,2021.09.12.00,272982,1755,26164,244459,2359,,,,,,,,0,,
2021.09.11.00,85804,659,9737,75460,458,607,,,,2021.09.11.00,271227,1865,25909,242960,2358,,,,,,,,0,,
2021.09.10.00,85145,670,9540,75002,509,603,,,,2021.09.10.00,269362,1892,26281,240733,2348,,,,,,,,0,,
2021.09.09.00,84475,667,9383,74493,316,599,,,,2021.09.09.00,267470,2049,26207,238920,2343,,,,,,,,0,,
2021.09.08.00,83808,671,9034,74177,669,597,,,,2021.09.08.00,265423,2050,25803,237286,2334,,,,,,,,0,,
2021.09.07.00,83138,482,9035,73508,535,595,,,,2021.09.07.00,263374,1597,25819,235225,2330,,,,,,,,0,,
2021.09.06.00,82657,464,9091,72973,404,593,,,,2021.09.06.00,261778,1375,25756,233695,2327,,,,,,,,0,,
2021.09.05.00,82193,508,9032,72569,704,592,,,,2021.09.05.00,260403,1490,25748,232334,2321,,,,,,,,0,,
2021.09.04.00,81685,566,9230,71865,522,590,,,,2021.09.04.00,258913,1804,26193,230405,2315,,,,,,,,0,,
2021.09.03.00,81119,542,9188,71343,644,588,,,,2021.09.03.00,257110,1709,26184,228618,2308,,,,,,,,0,,
2021.09.02.00,80577,559,9291,70699,801,587,,,,2021.09.02.00,255401,1961,26876,226222,2303,,,,,,,,0,,
2021.09.01.00,80019,665,9537,69898,497,584,,,,2021.09.01.00,253445,2025,26834,224319,2292,,,,,,,,0,,
2021.08.31.00,79354,456,9370,69401,364,583,,,,2021.08.31.00,251421,1372,27435,221701,2285,,,,,,,,0,,
2021.08.30.00,78899,444,9280,69037,551,582,,,,2021.08.30.00,250051,1487,27409,220358,2284,,,,,,,,0,,
2021.08.29.00,78455,517,9388,68486,599,581,,,,2021.08.29.00,248568,1619,27563,218726,2279,,,,,,,,0,,
2021.08.28.00,77940,569,9472,67887,628,581,,,,2021.08.28.00,246951,1793,27686,216989,2276,,,,,,,,0,,
2021.08.27.00,77371,557,9533,67259,634,579,,,,2021.08.27.00,245158,1841,28220,214673,2265,,,,,,,,0,,
2021.08.26.00,76814,570,9611,66625,232,578,,,,2021.08.26.00,243317,1882,28189,212871,2257,,,,,,,,0,,
2021.08.25.00,76245,677,9277,66393,649,575,,,,2021.08.25.00,241439,2155,28025,211177,2237,,,,,,,,0,,
2021.08.24.00,75570,438,9252,65744,457,574,,,,2021.08.24.00,239287,1509,27866,209193,2228,,,,,,,,0,,
2021.08.23.00,75136,388,9276,65287,489,573,,,,2021.08.23.00,237782,1418,27959,207601,2222,,,,,,,,0,,
2021.08.22.00,74749,499,9380,64798,357,571,,,,2021.08.22.00,236366,1628,27875,206276,2215,,,,,,,,0,,
2021.08.21.00,74251,526,9243,64441,478,567,,,,2021.08.21.00,234739,1880,28019,204518,2202,,,,,,,,0,,
2021.08.20.00,73725,556,9196,63963,505,566,,,,2021.08.20.00,232859,2052,27887,202775,2197,,,,,,,,0,,
2021.08.19.00,73169,575,9147,63458,565,564,,,,2021.08.19.00,230808,2152,27382,201235,2191,,,,,,,,0,,
2021.08.18.00,72594,510,9140,62893,525,561,,,,2021.08.18.00,228657,1805,26897,199582,2178,,,,,,,,0,,
2021.08.17.00,72086,366,9158,62368,122,560,,,,2021.08.17.00,226854,1373,27457,197224,2173,,,,,,,,0,,
2021.08.16.00,71720,364,8917,62246,185,557,,,,2021.08.16.00,225481,1556,27116,196198,2167,,,,,,,,0,,
2021.08.15.00,71358,488,8743,62061,362,554,,,,2021.08.15.00,223928,1817,26669,195103,2156,,,,,,,,0,,
2021.08.14.00,70870,515,8621,61699,459,550,,,,2021.08.14.00,222111,1930,26185,193778,2148,,,,,,,,0,,
2021.08.13.00,70355,524,8566,61240,562,549,,,,2021.08.13.00,220182,1990,25790,192248,2144,,,,,,,,0,,
2021.08.12.00,69831,526,8607,60678,154,546,,,,2021.08.12.00,218192,1987,25519,190535,2138,,,,,,,,0,,
2021.08.11.00,69306,661,8236,60524,606,546,,,,2021.08.11.00,216206,2223,24565,189506,2135,,,,,,,,0,,
2021.08.10.00,68646,360,8183,59918,456,545,,,,2021.08.10.00,213987,1540,24330,187523,2134,,,,,,,,0,,
2021.08.09.00,68287,415,8282,59462,454,543,,,,2021.08.09.00,212448,1492,24081,186242,2125,,,,,,,,0,,
2021.08.08.00,67872,450,8322,59008,324,542,,,,2021.08.08.00,210956,1729,23832,185003,2121,,,,,,,,0,,
2021.08.07.00,67422,503,8198,58684,663,540,,,,2021.08.07.00,209228,1823,23323,183789,2116,,,,,,,,0,,
2021.08.06.00,66919,464,8358,58021,511,540,,,,2021.08.06.00,207406,1704,23241,182052,2113,,,,,,,,0,,
2021.08.05.00,66455,466,8406,57510,381,539,,,,2021.08.05.00,205702,1776,22874,180719,2109,,,,,,,,0,,
2021.08.04.00,65989,486,8323,57129,326,537,,,,2021.08.04.00,203926,1725,22697,179123,2106,,,,,,,,0,,
2021.08.03.00,65503,311,8163,56803,419,537,,,,2021.08.03.00,202203,1202,22190,177909,2104,,,,,,,,0,,
2021.08.02.00,65193,365,8274,56384,196,535,,,,2021.08.02.00,201002,1219,22298,176605,2099,,,,,,,,0,,
2021.08.01.00,64832,473,8109,56188,123,535,,,,2021.08.01.00,199787,1442,22015,175674,2098,,,,,,,,0,,
2021.07.31.00,64359,476,7760,56065,508,534,,,,2021.07.31.00,198345,1539,22073,174177,2095,,,,,,,,0,,
2021.07.30.00,63883,488,7794,55557,242,532,,,,2021.07.30.00,196806,1710,21960,172757,2089,,,,,,,,0,,
2021.07.29.00,63396,515,7549,55315,271,532,,,,2021.07.29.00,195099,1674,21455,171559,2085,,,,,,,,0,,
2021.07.28.00,62881,573,7306,55044,508,531,,,,2021.07.28.00,193427,1896,20850,170494,2083,,,,,,,,0,,
2021.07.27.00,62308,351,7599,54180,508,529,,,,2021.07.27.00,191531,1365,20823,168629,2079,,,,,,,,0,,
2021.07.26.00,61957,341,7756,53672,208,529,,,,2021.07.26.00,190166,1318,20724,167365,2077,,,,,,,,0,,
2021.07.25.00,61616,489,7623,53464,365,529,,,,2021.07.25.00,188848,1487,20400,166375,2073,,,,,,,,0,,
2021.07.24.00,61128,465,7501,53099,349,528,,,,2021.07.24.00,187362,1629,20048,165246,2068,,,,,,,,0,,
2021.07.23.00,60663,520,7385,52750,424,528,,,,2021.07.23.00,185733,1630,19461,164206,2066,,,,,,,,0,,
2021.07.22.00,60143,499,7289,52326,668,528,,,,2021.07.22.00,184103,1842,18967,163073,2063,,,,,,,,0,,
2021.07.21.00,59644,604,7458,51658,439,528,,,,2021.07.21.00,182265,1784,18571,161634,2060,,,,,,,,0,,
2021.07.20.00,59040,394,7294,51219,161,527,,,,2021.07.20.00,180481,1278,18075,160347,2059,,,,,,,,0,,
2021.07.19.00,58646,419,7061,51058,187,527,,,,2021.07.19.00,179203,1252,17515,159630,2058,,,,,,,,0,,
2021.07.18.00,58227,523,6829,50871,462,527,,,,2021.07.18.00,177951,1454,16941,158953,2057,,,,,,,,0,,
2021.07.17.00,57704,562,6768,50409,342,527,,,,2021.07.17.00,176500,1455,16485,157960,2055,,,,,,,,0,,
2021.07.16.00,57142,570,6550,50067,152,525,,,,2021.07.16.00,175046,1536,15882,157113,2051,,,,,,,,0,,
2021.07.15.00,56573,520,6133,49915,520,525,,,,2021.07.15.00,173511,1600,14952,156509,2050,,,,,,,,0,,
2021.07.14.00,56053,638,6134,49395,315,524,,,,2021.07.14.00,171911,1615,14372,155491,2048,,,,,,,,0,,
2021.07.13.00,55415,417,5812,49080,131,523,,,,2021.07.13.00,170296,1150,13498,154752,2046,,,,,,,,0,,
2021.07.12.00,54998,403,5526,48949,130,523,,,,2021.07.12.00,169146,1100,12915,154187,2044,,,,,,,,0,,
2021.07.11.00,54595,509,5253,48819,277,523,,,,2021.07.11.00,168046,1324,12243,153760,2043,,,,,,,,0,,
2021.07.10.00,54086,509,5023,48542,275,521,,,,2021.07.10.00,166722,1378,11531,153153,2038,,,,,,,,0,,
2021.07.09.00,53577,503,4791,48267,201,519,,,,2021.07.09.00,165344,1316,10810,152498,2036,,,,,,,,0,,
2021.07.08.00,53074,550,4490,48066,127,518,,,,2021.07.08.00,164028,1275,10071,151923,2034,,,,,,,,0,,
2021.07.07.00,52524,583,4067,47939,308,518,,,,2021.07.07.00,162753,1212,9220,151500,2033,,,,,,,,0,,
2021.07.06.00,51941,320,3792,47631,234,518,,,,2021.07.06.00,161541,746,8749,150760,2032,,,,,,,,0,,
2021.07.05.00,51621,307,3707,47397,190,517,,,,2021.07.05.00,160795,711,8723,150044,2028,,,,,,,,0,,
2021.07.04.00,51314,289,3591,47207,159,516,,,,2021.07.04.00,160084,743,8444,149614,2026,,,,,,,,0,,
2021.07.03.00,51026,359,3462,47048,380,516,,,,2021.07.03.00,159342,794,8185,149132,2025,,,,,,,,0,,
2021.07.02.00,50668,347,3485,46668,75,515,,,,2021.07.02.00,158549,826,8206,148319,2024,,,,,,,,0,,
2021.07.01.00,50321,334,3214,46593,92,514,,,,2021.07.01.00,157723,762,7678,148024,2021,,,,,,,,0,,
2021.06.30.00,49987,375,2973,46501,350,513,,,,2021.06.30.00,156961,794,7250,147693,2018,,,,,,,,0,,
2021.06.29.00,49612,205,2948,46151,65,513,,,,2021.06.29.00,156167,595,7073,147077,2017,,,,,,,,0,,
2021.06.28.00,49407,185,2808,46086,88,513,,,,2021.06.28.00,155572,501,6882,146675,2015,,,,,,,,0,,
2021.06.27.00,49222,242,2712,45998,111,512,,,,2021.06.27.00,155071,614,6718,146340,2013,,,,,,,,0,,
2021.06.26.00,48980,263,2581,45887,177,512,,,,2021.06.26.00,154457,668,6456,145989,2012,,,,,,,,0,,
2021.06.25.00,48717,269,2496,45710,319,511,,,,2021.06.25.00,153789,634,6391,145389,2009,,,,,,,,0,,
2021.06.24.00,48448,252,2547,45391,124,510,,,,2021.06.24.00,153155,610,6359,144788,2008,,,,,,,,0,,
2021.06.23.00,48196,236,2419,45267,137,510,,,,2021.06.23.00,152545,645,6159,144379,2007,,,,,,,,0,,
2021.06.22.00,47961,132,2322,45130,201,509,,,,2021.06.22.00,151901,395,6078,143817,2006,,,,,,,,0,,
2021.06.21.00,47829,134,2392,44929,124,508,,,,2021.06.21.00,151506,357,6234,143268,2004,,,,,,,,0,,
2021.06.20.00,47695,165,2383,44805,188,507,,,,2021.06.20.00,151149,429,6248,142899,2002,,,,,,,,0,,
2021.06.19.00,47530,197,2407,44617,143,506,,,,2021.06.19.00,150720,482,6338,142385,1997,,,,,,,,0,,
2021.06.18.00,47333,200,2354,44474,392,505,,,,2021.06.18.00,150238,507,6426,141816,1996,,,,,,,,0,,
2021.06.17.00,47133,201,2547,44082,184,504,,,,2021.06.17.00,149731,540,6708,141029,1994,,,,,,,,0,,
2021.06.16.00,46932,201,2531,43898,253,503,,,,2021.06.16.00,149192,545,6760,140438,1994,,,,,,,,0,,
2021.06.15.00,46732,132,2585,43645,241,502,,,,2021.06.15.00,148647,374,6922,139733,1992,,,,,,,,0,,
2021.06.14.00,46600,122,2695,43404,108,501,,,,2021.06.14.00,148273,399,7263,139022,1988,,,,,,,,0,,
2021.06.13.00,46478,176,2681,43296,122,501,,,,2021.06.13.00,147874,452,7308,138581,1985,,,,,,,,0,,
2021.06.12.00,46302,208,2629,43174,399,499,,,,2021.06.12.00,147422,565,7403,138037,1982,,,,,,,,0,,
2021.06.11.00,46096,204,2822,42775,148,499,,,,2021.06.11.00,146859,556,7654,137224,1981,,,,,,,,0,,
2021.06.10.00,45892,213,2766,42627,201,499,,,,2021.06.10.00,146303,611,7611,136713,1979,,,,,,,,0,,
2021.06.09.00,45679,183,2754,42426,134,499,,,,2021.06.09.00,145692,602,7541,136174,1977,,,,,,,,0,,
2021.06.08.00,45497,139,2707,42292,196,498,,,,2021.06.08.00,145091,454,7704,135412,1975,,,,,,,,0,,
2021.06.07.00,45358,159,2765,42096,334,497,,,,2021.06.07.00,144637,485,7802,134861,1974,,,,,,,,0,,
2021.06.06.00,45199,179,2940,41762,151,497,,,,2021.06.06.00,144152,556,7917,134262,1973,,,,,,,,0,,
2021.06.05.00,45020,277,2913,41611,117,496,,,,2021.06.05.00,143596,744,7862,133763,1971,,,,,,,,0,,
2021.06.04.00,44743,206,2753,41494,100,496,,,,2021.06.04.00,142852,695,7594,133289,1969,,,,,,,,0,,
2021.06.03.00,44537,215,2648,41394,232,495,,,,2021.06.03.00,142157,681,7490,132699,1968,,,,,,,,0,,
2021.06.02.00,44322,258,2668,41162,130,492,,,,2021.06.02.00,141476,677,7443,132068,1965,,,,,,,,0,,
2021.06.01.00,44064,147,2541,41032,217,491,,,,2021.06.01.00,140799,459,7373,131463,1963,,,,,,,,0,,
2021.05.31.00,43917,130,2614,40815,136,488,,,,2021.05.31.00,140340,430,7558,130823,1959,,,,,,,,0,,
2021.05.30.00,43787,160,2620,40679,90,488,,,,2021.05.30.00,139910,480,7572,130381,1957,,,,,,,,0,,
2021.05.29.00,43627,194,2552,40589,533,486,,,,2021.05.29.00,139431,533,7741,129739,1951,,,,,,,,0,,
2021.05.28.00,43433,214,2892,40056,202,485,,,,2021.05.28.00,138898,587,8191,128761,1946,,,,,,,,0,,
2021.05.27.00,43219,218,2883,39854,174,482,,,,2021.05.27.00,138311,629,8188,128180,1943,,,,,,,,0,,
2021.05.26.00,43001,262,2840,39680,234,481,,,,2021.05.26.00,137682,707,8160,127582,1940,,,,,,,,0,,
